id,name,part,link
1,大間穴,1,https://www.tungs-acupuncture.com/大間穴/
2,側間穴,1,https://www.tungs-acupuncture.com/側間穴/
3,小間穴,1,https://www.tungs-acupuncture.com/小間穴/
4,中間穴,1,https://www.tungs-acupuncture.com/中間穴/
5,木一穴,1,https://www.tungs-acupuncture.com/木一穴/
6,木二穴,1,https://www.tungs-acupuncture.com/木二穴/
7,木三穴,1,https://www.tungs-acupuncture.com/木三穴/
8,心常一穴,1,https://www.tungs-acupuncture.com/心常一穴/
9,心常二穴,1,https://www.tungs-acupuncture.com/心常二穴/
10,心常三穴,1,https://www.tungs-acupuncture.com/心常三穴/
11,火星上穴,1,https://www.tungs-acupuncture.com/火星上穴/
12,火星下穴,1,https://www.tungs-acupuncture.com/火星下穴/
13,脾腫一穴,1,https://www.tungs-acupuncture.com/脾腫一穴/
14,脾腫二穴,1,https://www.tungs-acupuncture.com/脾腫二穴/
15,還巢穴,1,https://www.tungs-acupuncture.com/還巢穴/
16,復原一穴,1,https://www.tungs-acupuncture.com/復原一穴/
17,復原二穴,1,https://www.tungs-acupuncture.com/復原二穴/
18,復原三穴,1,https://www.tungs-acupuncture.com/復原三穴/
19,偏肩穴,1,https://www.tungs-acupuncture.com/偏肩穴/
20,木炎一穴,1,https://www.tungs-acupuncture.com/木炎一穴/
21,木炎二穴,1,https://www.tungs-acupuncture.com/木炎二穴/
22,木炎三穴,1,https://www.tungs-acupuncture.com/木炎三穴/
23,失枕穴,1,https://www.tungs-acupuncture.com/失枕穴/
24,踝靈穴,1,https://www.tungs-acupuncture.com/踝靈穴/
25,婦科五穴,1,https://www.tungs-acupuncture.com/婦科五穴/
26,木火四穴,1,https://www.tungs-acupuncture.com/木火四穴/
27,止涎五穴,1,https://www.tungs-acupuncture.com/止涎五穴/
28,制污穴,1,https://www.tungs-acupuncture.com/制污穴/
29,指駟馬穴,1,https://www.tungs-acupuncture.com/指駟馬穴/
30,膽穴,1,https://www.tungs-acupuncture.com/膽穴/
31,二角明穴,1,https://www.tungs-acupuncture.com/二角明穴/
32,心膝穴,1,https://www.tungs-acupuncture.com/心膝穴/
33,肺心穴,1,https://www.tungs-acupuncture.com/肺心穴/
34,指腎穴,1,https://www.tungs-acupuncture.com/指腎穴/
35,珠圓穴,1,https://www.tungs-acupuncture.com/珠圓穴/
36,指三重穴,1,https://www.tungs-acupuncture.com/指三重穴/
37,少白穴,1,https://www.tungs-acupuncture.com/少白穴/
38,開脾穴,1,https://www.tungs-acupuncture.com/開脾穴/
39,分水穴,1,https://www.tungs-acupuncture.com/分水穴/
40,水清穴,1,https://www.tungs-acupuncture.com/水清穴/
41,水海穴,1,https://www.tungs-acupuncture.com/水海穴/
42,水源穴,1,https://www.tungs-acupuncture.com/水源穴/
43,水腰穴,1,https://www.tungs-acupuncture.com/水腰穴/
44,靈骨穴,2,https://www.tungs-acupuncture.com/靈骨穴/
45,大白穴,2,https://www.tungs-acupuncture.com/大白穴/
46,重子穴,2,https://www.tungs-acupuncture.com/重子穴/
47,重仙穴,2,https://www.tungs-acupuncture.com/重仙穴/
48,土水穴,2,https://www.tungs-acupuncture.com/土水穴/
49,中白穴,2,https://www.tungs-acupuncture.com/中白穴/
50,下白穴,2,https://www.tungs-acupuncture.com/下白穴/
51,內白穴,2,https://www.tungs-acupuncture.com/內白穴/
52,外白穴,2,https://www.tungs-acupuncture.com/外白穴/
53,上白穴,2,https://www.tungs-acupuncture.com/上白穴/
54,分白穴,2,https://www.tungs-acupuncture.com/分白穴/
55,重魁穴,2,https://www.tungs-acupuncture.com/重魁穴/
56,手解穴,2,https://www.tungs-acupuncture.com/手解穴/
57,上高穴,2,https://www.tungs-acupuncture.com/上高穴、下高穴/
58,下高穴,2,https://www.tungs-acupuncture.com/上高穴、下高穴/
59,三河穴,2,https://www.tungs-acupuncture.com/三河穴/
60,骨關穴,2,https://www.tungs-acupuncture.com/骨關穴/
61,木關穴,2,https://www.tungs-acupuncture.com/木關穴/
62,腕順一穴,2,https://www.tungs-acupuncture.com/腕順一穴/
63,腕順二穴,2,https://www.tungs-acupuncture.com/腕順二穴/
64,三叉一穴,2,https://www.tungs-acupuncture.com/三叉一穴/
65,三叉二穴,2,https://www.tungs-acupuncture.com/三叉二穴/
66,三叉三穴,2,https://www.tungs-acupuncture.com/三叉三穴/
67,其門穴,3,https://www.tungs-acupuncture.com/其門穴、其角穴、其正穴/
68,其角穴,3,https://www.tungs-acupuncture.com/其門穴、其角穴、其正穴/
69,其正穴,3,https://www.tungs-acupuncture.com/其門穴、其角穴、其正穴/
70,心靈一穴,3,https://www.tungs-acupuncture.com/心靈一穴、心靈二穴、心靈三穴/
71,心靈二穴,3,https://www.tungs-acupuncture.com/心靈一穴、心靈二穴、心靈三穴/
72,心靈三穴,3,https://www.tungs-acupuncture.com/心靈一穴、心靈二穴、心靈三穴/
73,火串穴,3,https://www.tungs-acupuncture.com/火串穴、火陵穴、火山穴/
74,火陵穴,3,https://www.tungs-acupuncture.com/火串穴、火陵穴、火山穴/
75,火山穴,3,https://www.tungs-acupuncture.com/火串穴、火陵穴、火山穴/
76,火腑海穴,3,https://www.tungs-acupuncture.com/火腑海穴/
77,手五金穴,3,https://www.tungs-acupuncture.com/手五金穴、手千金穴/
78,手千金穴,3,https://www.tungs-acupuncture.com/手五金穴、手千金穴/
79,腸門穴,3,https://www.tungs-acupuncture.com/腸門穴/
80,肝門穴,3,https://www.tungs-acupuncture.com/肝門穴/
81,心門穴,3,https://www.tungs-acupuncture.com/心門穴/
82,人士穴,3,https://www.tungs-acupuncture.com/人士穴/
83,地士穴,3,https://www.tungs-acupuncture.com/地士穴/
84,天士穴,3,https://www.tungs-acupuncture.com/天士穴/
85,喉靈穴,3,https://www.tungs-acupuncture.com/喉靈穴/
86,喉中穴,3,https://www.tungs-acupuncture.com/喉中穴/
87,肝靈穴,3,https://www.tungs-acupuncture.com/肝靈穴/
88,曲陵穴,3,https://www.tungs-acupuncture.com/曲陵穴、建力穴、中力穴/
89,建力穴,3,https://www.tungs-acupuncture.com/曲陵穴、建力穴、中力穴/
90,中力穴,3,https://www.tungs-acupuncture.com/曲陵穴、建力穴、中力穴/
91,分金穴,4,https://www.tungs-acupuncture.com/分金穴、合金穴、內金穴/
92,合金穴,4,https://www.tungs-acupuncture.com/分金穴、合金穴、內金穴/
93,內金穴,4,https://www.tungs-acupuncture.com/分金穴、合金穴、內金穴/
94,肩中穴,4,https://www.tungs-acupuncture.com/肩中穴、建中穴/
95,建中穴,4,https://www.tungs-acupuncture.com/肩中穴、建中穴/
96,背面穴,4,https://www.tungs-acupuncture.com/背面穴/
97,人宗穴,4,https://www.tungs-acupuncture.com/人宗穴/
98,地宗穴,4,https://www.tungs-acupuncture.com/地宗穴/
99,天宗穴,4,https://www.tungs-acupuncture.com/天宗穴/
100,肩峰穴,4,https://www.tungs-acupuncture.com/肩峰穴/
101,雲白穴,4,https://www.tungs-acupuncture.com/雲白穴/
102,李白穴,4,https://www.tungs-acupuncture.com/李白穴/
103,神肩穴,4,https://www.tungs-acupuncture.com/神肩穴/
104,正脊一穴,4,https://www.tungs-acupuncture.com/正脊一穴、正脊二穴、正脊三穴/
105,正脊二穴,4,https://www.tungs-acupuncture.com/正脊一穴、正脊二穴、正脊三穴/
106,正脊三穴,4,https://www.tungs-acupuncture.com/正脊一穴、正脊二穴、正脊三穴/
107,三神穴,4,https://www.tungs-acupuncture.com/三神穴/
108,上曲穴,4,https://www.tungs-acupuncture.com/上曲穴/
109,下曲穴,4,https://www.tungs-acupuncture.com/下曲穴/
110,分枝上穴,4,https://www.tungs-acupuncture.com/分枝上穴/
111,分枝下穴,4,https://www.tungs-acupuncture.com/分枝下穴/
112,分枝中穴,4,https://www.tungs-acupuncture.com/分枝中穴/
113,火包穴,5,https://www.tungs-acupuncture.com/火包穴、婦靈一穴、婦靈二穴/
114,婦靈一穴,5,https://www.tungs-acupuncture.com/火包穴、婦靈一穴、婦靈二穴/
115,婦靈二穴,5,https://www.tungs-acupuncture.com/火包穴、婦靈一穴、婦靈二穴/
116,木婦穴,5,https://www.tungs-acupuncture.com/木婦穴/
117,海豹穴,5,https://www.tungs-acupuncture.com/海豹穴/
118,上瘤穴,6,https://www.tungs-acupuncture.com/上瘤穴/
119,三聖穴,6,https://www.tungs-acupuncture.com/三聖穴/
120,火硬穴,6,https://www.tungs-acupuncture.com/火硬穴/
121,火主穴,6,https://www.tungs-acupuncture.com/火主穴/
122,門金穴,6,https://www.tungs-acupuncture.com/門金穴/
123,木斗穴,6,https://www.tungs-acupuncture.com/木斗穴/
124,木留穴,6,https://www.tungs-acupuncture.com/木留穴/
125,六完穴,6,https://www.tungs-acupuncture.com/六完穴/
126,水曲穴,6,https://www.tungs-acupuncture.com/水曲穴/
127,火連穴,6,https://www.tungs-acupuncture.com/火連穴/
128,火菊穴,6,https://www.tungs-acupuncture.com/火菊穴/
129,火散穴,6,https://www.tungs-acupuncture.com/火散穴/
130,水相穴,6,https://www.tungs-acupuncture.com/水相穴、水仙穴/
131,水仙穴,6,https://www.tungs-acupuncture.com/水相穴、水仙穴/
132,花骨一穴,6,https://www.tungs-acupuncture.com/花骨一穴/
133,花骨三穴,6,https://www.tungs-acupuncture.com/花骨三穴/
134,花骨四穴,6,https://www.tungs-acupuncture.com/花骨四穴/
135,正筋穴,7,https://www.tungs-acupuncture.com/正筋穴、正宗穴/
136,正宗穴,7,https://www.tungs-acupuncture.com/正筋穴、正宗穴/
137,正士穴,7,https://www.tungs-acupuncture.com/正士穴/
138,一重穴,7,https://www.tungs-acupuncture.com/一重穴/
139,二重穴,7,https://www.tungs-acupuncture.com/二重穴/
140,三重穴,7,https://www.tungs-acupuncture.com/三重穴/
141,四花上穴,7,https://www.tungs-acupuncture.com/四花上穴/
142,四花中穴,7,https://www.tungs-acupuncture.com/四花中穴/
143,四花副穴,7,https://www.tungs-acupuncture.com/四花副穴/
144,四花下穴,7,https://www.tungs-acupuncture.com/四花下穴/
145,四花外穴,7,https://www.tungs-acupuncture.com/四花外穴/
146,腑腸穴,7,https://www.tungs-acupuncture.com/腑腸穴/
147,天皇穴,7,https://www.tungs-acupuncture.com/天皇穴/
148,天皇副穴,7,https://www.tungs-acupuncture.com/天皇副穴/
149,地皇穴,7,https://www.tungs-acupuncture.com/地皇穴/
150,人皇穴,7,https://www.tungs-acupuncture.com/人皇穴/
151,側三里穴,7,https://www.tungs-acupuncture.com/側三里穴、側下三里/
152,側下三里,7,https://www.tungs-acupuncture.com/側三里穴、側下三里/
153,足千金穴,7,https://www.tungs-acupuncture.com/足千金穴、足五金穴/
154,足五金穴,7,https://www.tungs-acupuncture.com/足千金穴、足五金穴/
155,外三關穴,7,https://www.tungs-acupuncture.com/外三關穴/
156,光明穴,7,https://www.tungs-acupuncture.com/光明穴/
157,雙龍一穴,7,https://www.tungs-acupuncture.com/雙龍一穴、雙龍二穴/
158,雙龍二穴,7,https://www.tungs-acupuncture.com/雙龍一穴、雙龍二穴/
159,通關穴,8,https://www.tungs-acupuncture.com/通關穴/
160,通山穴,8,https://www.tungs-acupuncture.com/通山穴/
161,通心穴,8,https://www.tungs-acupuncture.com/通心穴、通靈穴/
162,通靈穴,8,https://www.tungs-acupuncture.com/通心穴、通靈穴/
163,通天穴,8,https://www.tungs-acupuncture.com/通天穴/
164,姐妹一穴,8,https://www.tungs-acupuncture.com/姐妹一穴、姐妹二穴/
165,姐妹二穴,8,https://www.tungs-acupuncture.com/姐妹一穴、姐妹二穴/
166,姐妹三穴,8,https://www.tungs-acupuncture.com/姐妹三穴/
167,感冒一穴,8,https://www.tungs-acupuncture.com/感冒一穴、感冒二穴/
168,感冒二穴,8,https://www.tungs-acupuncture.com/感冒一穴、感冒二穴/
169,通腎穴,8,https://www.tungs-acupuncture.com/通腎穴/
170,通胃穴,8,https://www.tungs-acupuncture.com/通胃穴/
171,通背穴,8,https://www.tungs-acupuncture.com/通背穴/
172,天黃穴,8,https://www.tungs-acupuncture.com/天黃穴/
173,明黃穴,8,https://www.tungs-acupuncture.com/明黃穴/
174,其黃穴,8,https://www.tungs-acupuncture.com/其黃穴/
175,土昌穴,8,https://www.tungs-acupuncture.com/土昌穴/
176,駟馬下穴,8,https://www.tungs-acupuncture.com/駟馬下穴、駟馬上穴、駟馬中穴/
177,駟馬上穴,8,https://www.tungs-acupuncture.com/駟馬下穴、駟馬上穴、駟馬中穴/
178,駟馬中穴,8,https://www.tungs-acupuncture.com/駟馬下穴、駟馬上穴、駟馬中穴/
179,土靈穴,8,https://www.tungs-acupuncture.com/土靈穴/
180,下泉穴,8,https://www.tungs-acupuncture.com/下泉穴、中泉穴、上泉穴/
181,中泉穴,8,https://www.tungs-acupuncture.com/下泉穴、中泉穴、上泉穴/
182,上泉穴,8,https://www.tungs-acupuncture.com/下泉穴、中泉穴、上泉穴/
183,金前下穴,8,https://www.tungs-acupuncture.com/金前下穴、金前上穴/
184,金前上穴,8,https://www.tungs-acupuncture.com/金前下穴、金前上穴/
185,下九里穴,8,https://www.tungs-acupuncture.com/下九里穴、上九里穴、中九里穴/
186,上九里穴,8,https://www.tungs-acupuncture.com/下九里穴、上九里穴、中九里穴/
187,中九里穴,8,https://www.tungs-acupuncture.com/下九里穴、上九里穴、中九里穴/
188,解穴,8,https://www.tungs-acupuncture.com/解穴/
189,內通關穴,8,https://www.tungs-acupuncture.com/內通關穴、內通山穴、內通天穴/
190,內通山穴,8,https://www.tungs-acupuncture.com/內通關穴、內通山穴、內通天穴/
191,內通天穴,8,https://www.tungs-acupuncture.com/內通關穴、內通山穴、內通天穴/
192,失音穴,8,https://www.tungs-acupuncture.com/失音穴/
193,火府穴,8,https://www.tungs-acupuncture.com/火府穴、火梁穴、火昌-穴/
194,火梁穴,8,https://www.tungs-acupuncture.com/火府穴、火梁穴、火昌-穴/
195,火昌穴,8,https://www.tungs-acupuncture.com/火府穴、火梁穴、火昌-穴/
196,金府穴,8,https://www.tungs-acupuncture.com/金府穴、金梁穴、金昌穴/
197,金梁穴,8,https://www.tungs-acupuncture.com/金府穴、金梁穴、金昌穴/
198,金昌穴,8,https://www.tungs-acupuncture.com/金府穴、金梁穴、金昌穴/
199,木府穴,8,https://www.tungs-acupuncture.com/木府穴、-木梁穴、木昌穴/
200,木梁穴,8,https://www.tungs-acupuncture.com/木府穴、-木梁穴、木昌穴/
201,木昌穴,8,https://www.tungs-acupuncture.com/木府穴、-木梁穴、木昌穴/
202,安脊穴,8,https://www.tungs-acupuncture.com/安脊穴/
203,神耳上穴,9,https://www.tungs-acupuncture.com/神耳上穴、神耳中穴、神耳下穴/
204,神耳中穴,9,https://www.tungs-acupuncture.com/神耳上穴、神耳中穴、神耳下穴/
205,神耳下穴,9,https://www.tungs-acupuncture.com/神耳上穴、神耳中穴、神耳下穴/
206,天耳穴,9,https://www.tungs-acupuncture.com/天耳穴、外耳穴/
207,外耳穴,9,https://www.tungs-acupuncture.com/天耳穴、外耳穴/
208,木耳穴,9,https://www.tungs-acupuncture.com/木耳穴、金耳穴/
209,金耳穴,9,https://www.tungs-acupuncture.com/木耳穴、金耳穴/
210,火耳穴,9,https://www.tungs-acupuncture.com/火耳穴、土耳穴、水耳穴/
211,土耳穴,9,https://www.tungs-acupuncture.com/火耳穴、土耳穴、水耳穴/
212,水耳穴,9,https://www.tungs-acupuncture.com/火耳穴、土耳穴、水耳穴/
213,耳三穴,9,https://www.tungs-acupuncture.com/耳三穴/
214,皮膚穴,9,https://www.tungs-acupuncture.com/皮膚穴/
215,降壓穴,9,https://www.tungs-acupuncture.com/降壓穴/
216,木硬穴,9,https://www.tungs-acupuncture.com/木硬穴/
217,三叉神經點,9,https://www.tungs-acupuncture.com/三叉神經點/
218,腫瘤穴,9,https://www.tungs-acupuncture.com/腫瘤穴/
219,結核穴,9,https://www.tungs-acupuncture.com/結核穴、肺金穴/
220,肺金穴,9,https://www.tungs-acupuncture.com/結核穴、肺金穴/
221,狹心點,9,https://www.tungs-acupuncture.com/狹心點/
222,甲狀腺腫穴,9,https://www.tungs-acupuncture.com/甲狀腺腫穴/
223,項緊穴,9,https://www.tungs-acupuncture.com/項緊穴/
224,肺氣腫點,9,https://www.tungs-acupuncture.com/肺氣腫點/
225,興奮穴,9,https://www.tungs-acupuncture.com/興奮穴/
226,正會穴,10,https://www.tungs-acupuncture.com/正會穴/
227,州圓穴,10,https://www.tungs-acupuncture.com/州圓穴/
228,州昆穴,10,https://www.tungs-acupuncture.com/州昆穴/
229,州崙穴,10,https://www.tungs-acupuncture.com/州崙穴/
230,前會穴,10,https://www.tungs-acupuncture.com/前會穴/
231,後會穴,10,https://www.tungs-acupuncture.com/後會穴/
232,總樞穴,10,https://www.tungs-acupuncture.com/總樞穴/
233,鎮靜穴,10,https://www.tungs-acupuncture.com/鎮靜穴/
234,上里穴,10,https://www.tungs-acupuncture.com/上里穴/
235,四腑一穴,10,https://www.tungs-acupuncture.com/四腑一穴/
236,四腑二穴,10,https://www.tungs-acupuncture.com/四腑二穴/
237,正本穴,10,https://www.tungs-acupuncture.com/正本穴/
238,馬金水穴,10,https://www.tungs-acupuncture.com/馬金水穴/
239,馬快水穴,10,https://www.tungs-acupuncture.com/馬快水穴/
240,腑快穴,10,https://www.tungs-acupuncture.com/腑快穴/
241,水通穴,10,https://www.tungs-acupuncture.com/水通穴/
242,水金穴,10,https://www.tungs-acupuncture.com/水金穴/
243,鼻翼穴,10,https://www.tungs-acupuncture.com/鼻翼穴/
244,州靈穴,10,https://www.tungs-acupuncture.com/州靈穴/
245,州天穴,10,https://www.tungs-acupuncture.com/州天穴/
246,州銀穴,10,https://www.tungs-acupuncture.com/州銀穴/